vphone_ad,year,unit_code,street_ad,scity_ad,state_ad,szip_ad,type_cd,closed_ind,new_ind,super_nm,category_cd,url_ad,grade_range_cd,calendar_type_txt,sna_pgm_type_cd,cover_letter_ad,school_type_txt,calendar_only_txt,title1_type_cd,clp_ind,focus_clp_ind,summer_program_ind,asm_no_spg_ind,no_data_spg_ind,Lea_Name,School_Name,State_Name,esea_status,student_num,lea_avg_student_num,st_avg_student_num,Grad_project_status,stem,url,Latitude,Longitude,D_D_E_F_G,Street number,Street,City,State,Country,Zip,Address components
(704)290-1565,2017,900367,4209A Old Charlotte Hwy,Monroe,NC,28110,P,0,0,,H,http://ucec.ucps.k12.nc.us,13-Sep,Regular School, Traditional Calendar,R,https://www.ucps.k12.nc.us/domain/141,Regular School,Traditional Calendar,,,,,,,Union County Public Schools,Union County Early College,State Of North Carolina,,360,1229,853,N,,35.0312253,-80.6204635,4209A Old Charlotte Hwy Monroe NC 28110,4209a,Old Charlotte Highway,Monroe,North Carolina,United States,28110,"4209a, Old Charlotte Highway, Monroe, Monroe, Union County, North Carolina, United States, 28110, 7333"
(704)708-5530,2017,900377,4901 Monroe-Weddington Road,Matthews,NC,28104,P,0,0,,H,http://wdhs.ucps.k12.nc.us/,12-Sep,Regular School, Traditional Calendar,R,https://www.ucps.k12.nc.us/domain/141,Regular School,Traditional Calendar,,,,,,,Union County Public Schools,Weddington High,State Of North Carolina,,1351,1229,853,N,,35.0013626,-80.7254263,4901 Monroe-Weddington Road Matthews NC 28104,4901,Weddington Road,Matthews,North Carolina,United States,28104,"4901, Weddington Road, Matthews, Sandy Ridge, Union County, North Carolina, United States, 28104, 6267"
(704)290-1520,2017,900393,2825 Crane Road,Waxhaw,NC,28173,P,0,0,,H,http://mrhs.ucps.k12.nc.us,12-Sep,Regular School, Traditional Calendar,R,https://www.ucps.k12.nc.us/domain/141,Regular School,Traditional Calendar,,,,,,,Union County Public Schools,Marvin Ridge High,State Of North Carolina,,1651,1229,853,N,,34.9742645,-80.7964039,2825 Crane Road Waxhaw NC 28173,2825,Crane Road,Waxhaw,North Carolina,United States,28173,"2825, Crane Road, Waxhaw, Sandy Ridge, Union County, North Carolina, United States, 28173, 2500"
(252)430-6000,2017,910364,925 Garrett Road,Henderson,NC,27537,P,0,0,,H,https://www.vcs.k12.nc.us/svhs,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,Y,Y,Y,,,Vance County Schools,Southern Vance High,State Of North Carolina,,733,436,853,N,,36.3004396,-78.377718,925 Garrett Road Henderson NC 27537,925,Garrett Road,Henderson,North Carolina,United States,27537,"925, Garrett Road, Henderson, Sandy Creek, Vance County, North Carolina, United States, 27537, 7800"
(252)492-6041,2017,910370,293 Warrenton Road,Henderson,NC,27537,P,0,0,,H,https://www.vcs.k12.nc.us/nvhs,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,Y,Y,,,Vance County Schools,Northern Vance High,State Of North Carolina,,720,436,853,N,,36.3506061,-78.3742753,293 Warrenton Road Henderson NC 27537,293,Warrenton Road,Henderson,North Carolina,United States,27536,"293, Warrenton Road, Henderson, Henderson, Vance County, North Carolina, United States, 27536"
(252)738-3580,2017,910382,200 Community College Rd,Henderson,NC,27537,P,0,0,,H,https://www.vcs.k12.nc.us/vancecountyearlycollege,13-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Vance County Schools,Vance Co Early College,State Of North Carolina,,224,436,853,Y,,36.324434,-78.488246,200 Community College Rd Henderson NC 27537,200,Community College Road,Henderson,North Carolina,United States,27537,"200, Community College Road, Henderson, Dabney, Vance County, North Carolina, United States, 27537"
(919)387-2208,2017,920316,7600 Roberts Road,Cary,NC,27519,P,0,0,,H,http://apexhs.wcpss.net/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,Y,,,,Wake County Schools,Apex High,State Of North Carolina,,1997,1746,853,N,,35.7712734,-78.8999931,7600 Roberts Road Cary NC 27519,7600,Roberts Road,Cary,North Carolina,United States,27519,"7600, Roberts Road, Cary, White Oak, Wake County, North Carolina, United States, 27519"
(919)694-0500,2017,920317,7801 Humie Olive Rd,Apex,NC,27502,P,0,0,,H,http://www.wcpss.net/apexfriendshiphs,11-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Wake County Schools,Apex Friendship High,State Of North Carolina,,1525,1746,853,N,,35.7002802,-78.9107426,7801 Humie Olive Rd Apex NC 27502,7801,Humie Olive Road,Apex,North Carolina,United States,27502,"7801, Humie Olive Road, Apex, Buckhorn, Wake County, North Carolina, United States, 27502"
(919)460-3549,2017,920368,638 Walnut St,Cary,NC,27511,P,0,0,,H,http://caryhs.wcpss.net/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,Y,,,,Wake County Schools,Cary High,State Of North Carolina,,2399,1746,853,N,,35.7718455,-78.766249,638 Walnut St Cary NC 27511,638,Walnut Street,Cary,North Carolina,United States,27511,"638, Walnut Street, Cary, Cary, Wake County, North Carolina, United States, 27511"
(919)694-8515,2017,920386,5651 Dillard Dr,Cary,NC,27518,P,0,0,,H,http://www.wcpss.net/crossroadsflexhs,12-Sep,Regular School, Year-Round Calendar,Y,,Regular School,Year-Round Calendar,,,,,,,Wake County Schools,Crossroads FLEX,State Of North Carolina,,66,1746,853,N,,35.7546682,-78.7384472,5651 Dillard Dr Cary NC 27518,5651,Dillard Drive,Cary,North Carolina,United States,27518,"5651, Dillard Drive, Cary, Swift Creek, Wake County, North Carolina, United States, 27518, 9226"
(919)365-2625,2017,920411,5101 Rolesville Rd,Wendell,NC,27591,P,0,0,,H,http://www.wcpss.net/eastwakehs,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,Y,,,,,Wake County Schools,East Wake High,State Of North Carolina,,1332,1746,853,N,,35.814153,-78.4245084,5101 Rolesville Rd Wendell NC 27591,5101,Rolesville Road,Wendell,North Carolina,United States,27591,"5101, Rolesville Road, Wendell, Marks Creek, Wake County, North Carolina, United States, 27591, 7964"
(919)557-2511,2017,920428,201 Bengal Blvd,Fuquay-Varina,NC,27526,P,0,0,,H,http://fvhs.wcpss.net/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Wake County Schools,Fuquay-Varina High,State Of North Carolina,,2164,1746,853,N,,35.5967431,-78.7968501,201 Bengal Blvd Fuquay-Varina NC 27526,201,Bengal Boulevard,Fuquay Varina,North Carolina,United States,27526,"201, Bengal Boulevard, Fuquay Varina, Middle Creek, Wake County, North Carolina, United States, 27526, 1603"
(919)380-3700,2017,920441,2500 Carpenter Upchurch Road,Cary,NC,27519,P,0,0,,H,http://greenhopehigh.wcpss.net/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Wake County Schools,Green Hope High,State Of North Carolina,,2795,1746,853,N,,35.80475,-78.866736,2500 Carpenter Upchurch Road Cary NC 27519,2500,Carpenter Upchurch Road,Cary,North Carolina,United States,27519,"2500, Carpenter Upchurch Road, Cary, Cedar Fork, Wake County, North Carolina, United States, 27519, 7007"
(919)570-5600,2017,920445,1150 Forestville Road,Wake Forest,NC,27587,P,0,0,,H,http://heritagehs.wcpss.net/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,Y,Y,,,,Wake County Schools,Heritage High,State Of North Carolina,,1864,1746,853,N,,35.94174,-78.5098651,1150 Forestville Road Wake Forest NC 27587,1150,Forestville Road,Wake Forest,North Carolina,United States,27587,"1150, Forestville Road, Wake Forest, Wake Forest, Wake County, North Carolina, United States, 27587, 7600"
(919)577-1444,2017,920455,5329 Cass Holt Road,Holly Springs,NC,27540,P,0,0,,H,http://www.wcpss.net/hollyspringshs,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,Y,,,,,Wake County Schools,Holly Springs High,State Of North Carolina,,2082,1746,853,N,,35.6289019,-78.848823,5329 Cass Holt Road Holly Springs NC 27540,5329,Cass Holt Road,Holly Springs,North Carolina,United States,27540,"5329, Cass Holt Road, Holly Springs, Holly Springs, Wake County, North Carolina, United States, 27540"
(919)217-5350,2017,920466,100 Bryan Chalk Lane,Knightdale,NC,27545,P,0,0,,H,http://knightdalehs.wcpss.net/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,Y,Y,,,,Wake County Schools,Knightdale High,State Of North Carolina,,1598,1746,853,N,,35.8115079,-78.4764343,100 Bryan Chalk Lane Knightdale NC 27545,100,Bryan Chalk Lane,Knightdale,North Carolina,United States,27545,"100, Bryan Chalk Lane, Knightdale, St. Matthews, Wake County, North Carolina, United States, 27545, 6712"
(919)870-4250,2017,920473,8410 Pride Way,Raleigh,NC,27613,P,0,0,,H,http://www.wcpss.net/leesvilleroadhs,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,Y,,,,Wake County Schools,Leesville Road High,State Of North Carolina,,2493,1746,853,N,,35.889867,-78.7183918,8410 Pride Way Raleigh NC 27613,8410,Pride Way,Raleigh,North Carolina,United States,27613,"8410, Pride Way, Northwest Raleigh, Raleigh, Leesville, Wake County, North Carolina, United States, 27613"
(919)773-3838,2017,920495,123 Middle Creek Park Avenue,Apex,NC,27539,P,0,0,,H,http://middlecreekhs.wcpss.net,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,Y,,,,Wake County Schools,Middle Creek High,State Of North Carolina,,2287,1746,853,N,,35.6663747,-78.7603761,123 Middle Creek Park Avenue Apex NC 27539,123,Middle Creek Park Avenue,Apex,North Carolina,United States,27539,"123, Middle Creek Park Avenue, Apex, Swift Creek, Wake County, North Carolina, United States, 27539, 7983"
(919)463-8656,2017,920526,6770 McCrimmon Parkway,Cary,NC,27519,P,0,0,,H,http://panthercreekhs.wcpss.net/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,Y,,,,,Wake County Schools,Panther Creek High,State Of North Carolina,,2687,1746,853,N,,35.8302574,-78.8885985,6770 McCrimmon Parkway Cary NC 27519,6770,McCrimmon Parkway,Cary,North Carolina,United States,27519,"6770, McCrimmon Parkway, Panther Creek, Cary, White Oak, Wake County, North Carolina, United States, 27519"
(919)554-6303,2017,920546,1099 East Young St,Rolesville,NC,27571,P,0,0,,H,http://www.wcpss.net/rolesvillehs,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,Y,Y,,,,Wake County Schools,Rolesville High,State Of North Carolina,,2045,1746,853,N,,35.9059058,-78.4413997,1099 East Young St Rolesville NC 27571,1099,East Young Street,Rolesville,North Carolina,United States,27571,"1099, East Young Street, Bristol Park, Rolesville, Wake Forest, Wake County, North Carolina, United States, 27571, 9243"
(919)881-4800,2017,920552,5500 Dixon Drive,Raleigh,NC,27609,P,0,0,,H,http://sandersonhs.wcpss.net/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,Y,,,,Wake County Schools,Sanderson High,State Of North Carolina,,1916,1746,853,N,,35.861061,-78.646573,5500 Dixon Drive Raleigh NC 27609,5500,Dixon Drive,Raleigh,North Carolina,United States,27609,"5500, Dixon Drive, North Raleigh, Raleigh, House Creek, Wake County, North Carolina, United States, 27609, 4202"
(919)856-8119,2017,920581,2200 S Wilmington St,Raleigh,NC,27603,P,0,0,,H,http://www.wcpss.net/vernonmalonecca,13-Sep,Regular School, Year-Round Calendar,Y,,Regular School,Year-Round Calendar,,,,,,,Wake County Schools,Vernon Malone College and Career Academy,State Of North Carolina,,347,1746,853,N,,35.7528333,-78.6432426,2200 S Wilmington St Raleigh NC 27603,2200,South Wilmington Street,Raleigh,North Carolina,United States,27603,"2200, South Wilmington Street, Southwest Raleigh, Raleigh, Swift Creek, Wake County, North Carolina, United States, 27603, 2542"
(919)515-2255,2017,920582,715 Barbour Dr,Raleigh,NC,27603,P,0,0,,H,http://stemec.wcpss.net,13-Sep,Regular School, Year-Round Calendar,Y,,Regular School,Year-Round Calendar,,,,,,,Wake County Schools,Wake STEM Early College High School,State Of North Carolina,,253,1746,853,N,,35.7726235,-78.6666976,715 Barbour Dr Raleigh NC 27603,715,Barbour Drive,Raleigh,North Carolina,United States,27603,"715, Barbour Drive, Southwest Raleigh, Raleigh, Raleigh, Wake County, North Carolina, United States, 27603"
(919)212-5800,2017,920583,2901 Holston Lane,Raleigh,NC,27610,P,0,0,,H,http://healthscienceec.wcpss.net/,13-Sep,Regular School, Year-Round Calendar,Y,,Regular School,Year-Round Calendar,,,,,,,Wake County Schools,Wake Early College of Health and Science,State Of North Carolina,,334,1746,853,N,,35.784928,-78.5846939,2901 Holston Lane Raleigh NC 27610,2901,Holston Lane,Raleigh,North Carolina,United States,27610,"2901, Holston Lane, East Raleigh, Raleigh, Raleigh, Wake County, North Carolina, United States, 27610"
(919)554-8611,2017,920588,420 West Stadium Drive,Wake Forest,NC,27587,P,0,0,,H,http://www.wcpss.net/wakeforesths,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Wake County Schools,Wake Forest High School,State Of North Carolina,,1992,1746,853,N,,35.98479,-78.5153088,420 West Stadium Drive Wake Forest NC 27587,420,Stadium Drive,Wake Forest,North Carolina,United States,27587,"420, Stadium Drive, Wake Forest, Wake Forest, Wake County, North Carolina, United States, 27587, 2520"
(919)562-3600,2017,920595,2200 Wakefield Pines Drive,Raleigh,NC,27614,P,0,0,,H,http://www.wcpss.net/wakefieldhs,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Wake County Schools,Wakefield High,State Of North Carolina,,1967,1746,853,N,,35.9479635,-78.5707299,2200 Wakefield Pines Drive Raleigh NC 27614,2200,Wakefield Pines Drive,Raleigh,North Carolina,United States,27614,"2200, Wakefield Pines Drive, North Raleigh, Raleigh, Wake Forest, Wake County, North Carolina, United States, 27614, 8809"
(919)715-1155,2017,92K000,1307 Glenwood Avenue,Raleigh,NC,27605,C,0,0,Lisa Huddleston,H,http://www.raleighcharterhs.org,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Charter and Non-District Affiliated Schools,Raleigh Charter High School,State Of North Carolina,,560,,853,N,,35.7959926,-78.6472013,1307 Glenwood Avenue Raleigh NC 27605,1307,Glenwood Avenue,Raleigh,North Carolina,United States,27605,"1307, Glenwood Avenue, Raleigh, Raleigh, Wake County, North Carolina, United States, 27605"
(919)896-8164,2017,92U000,9400 Forum Drive,Raleigh,NC,27615,C,0,0,Rachel Davis,H,http://longleafschool.com,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Charter and Non-District Affiliated Schools,Longleaf School of the Arts,State Of North Carolina,,318,,853,N,,35.8979165,-78.6536144,9400 Forum Drive Raleigh NC 27615,9400,Forum Drive,Raleigh,North Carolina,United States,27615,"9400, Forum Drive, North Raleigh, Raleigh, House Creek, Wake County, North Carolina, United States, 27615, 2971"
(252)257-4413,2017,930352,149 Campus Drive,Warrenton,NC,27589,P,0,0,,H,http://www.warrenk12nc.org/schools.php?id=7,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,Y,Y,,,Warren County Schools,Warren County High,State Of North Carolina,P,390,218,853,N,,36.4326057,-78.1676608,149 Campus Drive Warrenton NC 27589,149,Campus Drive,Warrenton,North Carolina,United States,27589,"149, Campus Drive, Warrenton, Warrenton, Warren County, North Carolina, United States, 27589"
(252)257-6810,2017,930360,210 Ridgeway St,Warrenton,NC,27589,P,0,0,,H,http://www.warrenk12nc.org/schools.php?id=13,13-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Warren County Schools,Warren Early College High,State Of North Carolina,,104,218,853,N,,36.4028262,-78.1553541,210 Ridgeway St Warrenton NC 27589,210,Ridgeway Street,Warrenton,North Carolina,United States,27589,"210, Ridgeway Street, Warrenton, Warrenton, Warren County, North Carolina, United States, 27589, 1838"
(252)257-3767,2017,930700,219 US Hwy 158 Bypass,Warrenton,NC,27589,P,0,0,,H,http://www.warrenk12nc.org/schools.php?id=12,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Warren County Schools,Warren New Tech High,State Of North Carolina,,159,218,853,N,,36.4337896,-78.1711762,219 US Hwy 158 Bypass Warrenton NC 27589,219,U.S. 158 Bypass,Warrenton,North Carolina,United States,27589,"219, U.S. 158 Bypass, Warrenton, Warrenton, Warren County, North Carolina, United States, 27589"
(919)521-5067,2017,93L000,1425 Rock Quarry Road,Raleigh,NC,27610,C,0,0,Thomas Hanley,H,http://centralwakehs.com,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,Y,,,,Y,,Charter and Non-District Affiliated Schools,Central Wake Charter High,State Of North Carolina,,102,,853,N,,35.7618481,-78.6131528,1425 Rock Quarry Road Raleigh NC 27610,1425,Rock Quarry Road,Raleigh,North Carolina,United States,27610,"1425, Rock Quarry Road, Southeast Raleigh, Raleigh, Raleigh, Wake County, North Carolina, United States, 27610, 4100"
(252)793-3031,2017,940316,800 E Main St,Plymouth,NC,27962,P,0,0,,H,http://www.edline.net/pages/Plymouth_High_School,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,Y,,,Y,,,Washington County Schools,Plymouth High,State Of North Carolina,,321,321,853,Y,,35.8703381,-76.7385947,800 E Main St Plymouth NC 27962,800,East Main Street,Plymouth,North Carolina,United States,27962,"800, East Main Street, Plymouth, Plymouth, Washington County, North Carolina, United States, 27962"
(828)264-2407,2017,950336,300 Go Pioneers Drive,Boone,NC,28607,P,0,0,,H,www.watauga.k12.nc.us/whs,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Watauga County Schools,Watauga High,State Of North Carolina,,1094,672,853,N,,36.216129,-81.6509389,300 Go Pioneers Drive Boone NC 28607,300,Go Pioneers Drive,Boone,North Carolina,United States,28607,"300, Go Pioneers Drive, Boone, New River, Watauga County, North Carolina, United States, 28607, 4054"
(828)264-2407,2017,950338,300 Go Pioneers Drive,Boone,NC,28607,P,0,0,,H,www.watauga.k12.nc.us/whs,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Watauga County Schools,Watauga Innovation Academy,State Of North Carolina,,249,672,853,N,,36.216129,-81.6509389,300 Go Pioneers Drive Boone NC 28607,300,Go Pioneers Drive,Boone,North Carolina,United States,28607,"300, Go Pioneers Drive, Boone, New River, Watauga County, North Carolina, United States, 28607, 4054"
